conformer_id,SMILES_from_3D_conformer,tanimoto_similarity_with_original_SMILES
108,NC(=O)CO,1.0
109,NC(=O)CO,1.0
110,NC(=O)CO,1.0
111,NC(=O)CO,1.0
112,NC(=O)CO,1.0
113,NC(=O)CO,1.0
114,NC(=O)CO,1.0
115,NC(=O)CO,1.0
116,NC(=O)CO,1.0
117,NC(=O)CO,1.0
118,NC(=O)CO,1.0
119,NC(=O)CO,1.0
120,NC(=O)CO,1.0
121,NC(=O)CO,1.0
122,NC(=O)CO,1.0
123,NC(=O)CO,1.0
124,NC(=O)CO,1.0
125,NC(=O)CO,1.0
126,NC(=O)CO,1.0
127,NC(=O)CO,1.0
128,NC(=O)CO,1.0
129,NC(=O)CO,1.0
130,NC(=O)CO,1.0
131,NC(=O)CO,1.0
132,NC(=O)CO,1.0
133,NC(=O)CO,1.0
134,NC(=O)CO,1.0
135,NC(=O)CO,1.0
136,NC(=O)CO,1.0
137,NC(=O)CO,1.0
138,NC(=O)CO,1.0
139,NC(=O)CO,1.0
140,NC(=O)CO,1.0
141,NC(=O)CO,1.0
142,NC(=O)CO,1.0
143,NC(=O)CO,1.0
144,NC(=O)CO,1.0
145,NC(=O)CO,1.0
146,NC(=O)CO,1.0
147,NC(=O)CO,1.0
148,NC(=O)CO,1.0
149,NC(=O)CO,1.0
150,NC(=O)CO,1.0
151,NC(=O)CO,1.0
152,NC(=O)CO,1.0
153,NC(=O)CO,1.0
154,NC(=O)CO,1.0
155,NC(=O)CO,1.0
156,NC(=O)CO,1.0
157,NC(=O)CO,1.0
158,NC(=O)CO,1.0
159,NC(=O)CO,1.0
160,NC(=O)CO,1.0
161,NC(=O)CO,1.0
162,NC(=O)CO,1.0
163,NC(=O)CO,1.0
164,NC(=O)CO,1.0
165,NC(=O)CO,1.0
166,NC(=O)CO,1.0
167,NC(=O)CO,1.0
168,NC(=O)CO,1.0
169,NC(=O)CO,1.0
170,NC(=O)CO,1.0
171,NC(=O)CO,1.0
172,NC(=O)CO,1.0
173,NC(=O)CO,1.0
174,NC(=O)CO,1.0
175,NC(=O)CO,1.0
176,NC(=O)CO,1.0
177,NC(=O)CO,1.0
178,NC(=O)CO,1.0
179,NC(=O)CO,1.0
180,NC(=O)CO,1.0
181,NC(=O)CO,1.0
182,NC(=O)CO,1.0
183,NC(=O)CO,1.0
184,NC(=O)CO,1.0
185,NC(=O)CO,1.0
186,NC(=O)CO,1.0
187,NC(=O)CO,1.0
188,NC(=O)CO,1.0
189,NC(=O)CO,1.0
190,NC(=O)CO,1.0
191,NC(=O)CO,1.0
192,NC(=O)CO,1.0
193,NC(=O)CO,1.0
194,NC(=O)CO,1.0
195,NC(=O)CO,1.0
196,NC(=O)CO,1.0
197,NC(=O)CO,1.0
198,NC(=O)CO,1.0
199,NC(=O)CO,1.0
200,NC(=O)CO,1.0
201,NC(=O)CO,1.0
202,NC(=O)CO,1.0
203,NC(=O)CO,1.0
204,NC(=O)CO,1.0
205,NC(=O)CO,1.0
206,NC(=O)CO,1.0
207,NC(=O)CO,1.0
208,NC(=O)CO,1.0
209,NC(=O)CO,1.0
210,NC(=O)CO,1.0
211,NC(=O)CO,1.0
212,NC(=O)CO,1.0
213,NC(=O)CO,1.0
214,NC(=O)CO,1.0
215,NC(=O)CO,1.0
216,NC(=O)CO,1.0
217,NC(=O)CO,1.0
218,NC(=O)CO,1.0
219,NC(=O)CO,1.0
220,NC(=O)CO,1.0
221,NC(=O)CO,1.0
222,NC(=O)CO,1.0
223,NC(=O)CO,1.0
224,NC(=O)CO,1.0
225,NC(=O)CO,1.0
226,NC(=O)CO,1.0
227,NC(=O)CO,1.0
228,NC(=O)CO,1.0
229,NC(=O)CO,1.0
230,NC(=O)CO,1.0
231,NC(=O)CO,1.0
232,NC(=O)CO,1.0
233,NC(=O)CO,1.0
234,NC(=O)CO,1.0
235,NC(=O)CO,1.0
236,NC(=O)CO,1.0
237,NC(=O)CO,1.0
238,NC(=O)CO,1.0
239,NC(=O)CO,1.0
240,NC(=O)CO,1.0
241,NC(=O)CO,1.0
242,NC(=O)CO,1.0
243,NC(=O)CO,1.0
244,NC(=O)CO,1.0
245,NC(=O)CO,1.0
246,NC(=O)CO,1.0
247,NC(=O)CO,1.0
248,NC(=O)CO,1.0
249,NC(=O)CO,1.0
250,NC(=O)CO,1.0
251,NC(=O)CO,1.0
252,NC(=O)CO,1.0
253,NC(=O)CO,1.0
254,NC(=O)CO,1.0
255,NC(=O)CO,1.0
256,NC(=O)CO,1.0
257,NC(=O)CO,1.0
258,NC(=O)CO,1.0
259,NC(=O)CO,1.0
260,NC(=O)CO,1.0
261,NC(=O)CO,1.0
262,NC(=O)CO,1.0
263,NC(=O)CO,1.0
264,NC(=O)CO,1.0
265,NC(=O)CO,1.0
266,NC(=O)CO,1.0
267,NC(=O)CO,1.0
268,NC(=O)CO,1.0
269,NC(=O)CO,1.0
270,NC(=O)CO,1.0
271,NC(=O)CO,1.0
272,NC(=O)CO,1.0
273,NC(=O)CO,1.0
274,NC(=O)CO,1.0
275,NC(=O)CO,1.0
276,NC(=O)CO,1.0
277,NC(=O)CO,1.0
278,NC(=O)CO,1.0
279,NC(=O)CO,1.0
280,NC(=O)CO,1.0
281,NC(=O)CO,1.0
282,NC(=O)CO,1.0
283,NC(=O)CO,1.0
284,NC(=O)CO,1.0
285,NC(=O)CO,1.0
286,NC(=O)CO,1.0
287,NC(=O)CO,1.0
288,NC(=O)CO,1.0
289,NC(=O)CO,1.0
290,NC(=O)CO,1.0
291,NC(=O)CO,1.0
292,NC(=O)CO,1.0
293,NC(=O)CO,1.0
294,NC(=O)CO,1.0
295,NC(=O)CO,1.0
296,NC(=O)CO,1.0
297,NC(=O)CO,1.0
298,NC(=O)CO,1.0
299,NC(=O)CO,1.0
300,NC(=O)CO,1.0
301,NC(=O)CO,1.0
302,NC(=O)CO,1.0
303,NC(=O)CO,1.0
304,NC(=O)CO,1.0
305,NC(=O)CO,1.0
306,NC(=O)CO,1.0
307,NC(=O)CO,1.0
308,NC(=O)CO,1.0
309,NC(=O)CO,1.0
310,NC(=O)CO,1.0
311,NC(=O)CO,1.0
312,NC(=O)CO,1.0
313,NC(=O)CO,1.0
314,NC(=O)CO,1.0
315,NC(=O)CO,1.0
316,NC(=O)CO,1.0
317,NC(=O)CO,1.0
318,NC(=O)CO,1.0
319,NC(=O)CO,1.0
320,NC(=O)CO,1.0
321,NC(=O)CO,1.0
322,NC(=O)CO,1.0
323,NC(=O)CO,1.0
324,NC(=O)CO,1.0
325,NC(=O)CO,1.0
326,NC(=O)CO,1.0
327,NC(=O)CO,1.0
328,NC(=O)CO,1.0
329,NC(=O)CO,1.0
330,NC(=O)CO,1.0
331,NC(=O)CO,1.0
332,NC(=O)CO,1.0
333,NC(=O)CO,1.0
334,NC(=O)CO,1.0
335,NC(=O)CO,1.0
336,NC(=O)CO,1.0
337,NC(=O)CO,1.0
338,NC(=O)CO,1.0
339,NC(=O)CO,1.0
340,NC(=O)CO,1.0
341,NC(=O)CO,1.0
342,NC(=O)CO,1.0
343,NC(=O)CO,1.0
344,NC(=O)CO,1.0
345,NC(=O)CO,1.0
346,NC(=O)CO,1.0
347,NC(=O)CO,1.0
348,NC(=O)CO,1.0
349,NC(=O)CO,1.0
350,NC(=O)CO,1.0
351,NC(=O)CO,1.0
352,NC(=O)CO,1.0
353,NC(=O)CO,1.0
354,NC(=O)CO,1.0
355,NC(=O)CO,1.0
356,NC(=O)CO,1.0
357,NC(=O)CO,1.0
358,NC(=O)CO,1.0
359,NC(=O)CO,1.0
360,NC(=O)CO,1.0
361,NC(=O)CO,1.0
362,NC(=O)CO,1.0
363,NC(=O)CO,1.0
364,NC(=O)CO,1.0
365,NC(=O)CO,1.0
366,NC(=O)CO,1.0
367,NC(=O)CO,1.0
368,NC(=O)CO,1.0
369,NC(=O)CO,1.0
370,NC(=O)CO,1.0
371,NC(=O)CO,1.0
372,NC(=O)CO,1.0
373,NC(=O)CO,1.0
374,NC(=O)CO,1.0
375,NC(=O)CO,1.0
376,NC(=O)CO,1.0
377,NC(=O)CO,1.0
378,NC(=O)CO,1.0
379,NC(=O)CO,1.0
380,NC(=O)CO,1.0
381,NC(=O)CO,1.0
382,NC(=O)CO,1.0
383,NC(=O)CO,1.0
384,NC(=O)CO,1.0
385,NC(=O)CO,1.0
386,NC(=O)CO,1.0
387,NC(=O)CO,1.0
388,NC(=O)CO,1.0
389,NC(=O)CO,1.0
390,NC(=O)CO,1.0
391,NC(=O)CO,1.0
392,NC(=O)CO,1.0
393,NC(=O)CO,1.0
394,NC(=O)CO,1.0
395,NC(=O)CO,1.0
396,NC(=O)CO,1.0
397,NC(=O)CO,1.0
398,NC(=O)CO,1.0
399,NC(=O)CO,1.0
400,NC(=O)CO,1.0
401,NC(=O)CO,1.0
402,NC(=O)CO,1.0
403,NC(=O)CO,1.0
404,NC(=O)CO,1.0
405,NC(=O)CO,1.0
406,NC(=O)CO,1.0
407,NC(=O)CO,1.0
408,NC(=O)CO,1.0
409,NC(=O)CO,1.0
410,NC(=O)CO,1.0
411,NC(=O)CO,1.0
412,NC(=O)CO,1.0
413,NC(=O)CO,1.0
414,NC(=O)CO,1.0
415,NC(=O)CO,1.0
416,NC(=O)CO,1.0
417,NC(=O)CO,1.0
418,NC(=O)CO,1.0
419,NC(=O)CO,1.0
420,NC(=O)CO,1.0
421,NC(=O)CO,1.0
422,NC(=O)CO,1.0
423,NC(=O)CO,1.0
424,NC(=O)CO,1.0
425,NC(=O)CO,1.0
426,NC(=O)CO,1.0
427,NC(=O)CO,1.0
428,NC(=O)CO,1.0
429,NC(=O)CO,1.0
430,NC(=O)CO,1.0
431,NC(=O)CO,1.0
432,NC(=O)CO,1.0
433,NC(=O)CO,1.0
434,NC(=O)CO,1.0
435,NC(=O)CO,1.0
436,NC(=O)CO,1.0
437,NC(=O)CO,1.0
438,NC(=O)CO,1.0
439,NC(=O)CO,1.0
440,NC(=O)CO,1.0
441,NC(=O)CO,1.0
442,NC(=O)CO,1.0
443,NC(=O)CO,1.0
444,NC(=O)CO,1.0
445,NC(=O)CO,1.0
446,NC(=O)CO,1.0
447,NC(=O)CO,1.0
448,NC(=O)CO,1.0
449,NC(=O)CO,1.0
450,NC(=O)CO,1.0
451,NC(=O)CO,1.0
452,NC(=O)CO,1.0
453,NC(=O)CO,1.0
454,NC(=O)CO,1.0
455,NC(=O)CO,1.0
456,NC(=O)CO,1.0
457,NC(=O)CO,1.0
458,NC(=O)CO,1.0
459,NC(=O)CO,1.0
460,NC(=O)CO,1.0
461,NC(=O)CO,1.0
462,NC(=O)CO,1.0
463,NC(=O)CO,1.0
464,NC(=O)CO,1.0
465,NC(=O)CO,1.0
466,NC(=O)CO,1.0
467,NC(=O)CO,1.0
468,NC(=O)CO,1.0
469,NC(=O)CO,1.0
470,NC(=O)CO,1.0
471,NC(=O)CO,1.0
472,NC(=O)CO,1.0
473,NC(=O)CO,1.0
474,NC(=O)CO,1.0
475,NC(=O)CO,1.0
476,NC(=O)CO,1.0
477,NC(=O)CO,1.0
478,NC(=O)CO,1.0
479,NC(=O)CO,1.0
480,NC(=O)CO,1.0
481,NC(=O)CO,1.0
482,NC(=O)CO,1.0
483,NC(=O)CO,1.0
484,NC(=O)CO,1.0
485,NC(=O)CO,1.0
486,NC(=O)CO,1.0
487,NC(=O)CO,1.0
488,NC(=O)CO,1.0
489,NC(=O)CO,1.0
490,NC(=O)CO,1.0
491,NC(=O)CO,1.0
492,NC(=O)CO,1.0
493,NC(=O)CO,1.0
494,NC(=O)CO,1.0
495,NC(=O)CO,1.0
496,NC(=O)CO,1.0
497,NC(=O)CO,1.0
498,NC(=O)CO,1.0
499,NC(=O)CO,1.0
